client,cohort,bloom,prr,irr
c236,6,00000000000000000000100000000000,00001001000000000000010100000100,10001011000100000100010110000100
c236,6,00000000000000000000000100000000,10010000100000000000000111101100,10001010010010101111100011101110
c236,6,00000000000000000000000100000000,10010000100000000000000111101100,11010010100100001001000111001110
c236,6,00000000000000000000000000001000,10101101000000000000000100001001,10111101000000011100000001100001
c236,6,00000000010000000000000000000000,00000111001000000010000100101010,00000110101000001010010000100011
c236,6,00000000000000000000000000000100,00001001100001110000010000110100,01010010100001010001010000110100
c236,6,00000000000000000000000000010000,01000100010001000100000001010001,01000000010000100010001000010001
c236,6,00000000000000000000000010000000,01100110000001001000000011010111,00100001000000101000100011011111
c236,6,00000000000000000000000100000000,10010000100000000000000111101100,10010010110001000000000101111100
c237,19,00100000000000000000000000000000,00110001101000000000011000000010,00110001010001001010011000010010
c237,19,00000000000000000000000000000001,00101000000000010001010000100001,00111000000100110010110100110011
c237,19,00000000000000000100000000000000,10100101100000000101000000100000,11100100111110011101100100001100
c237,19,00000000000100000000000000000000,00100001000000101011000000000001,01101001001110101010000001100001
c237,19,00000000000000000000010000000000,11010000000000001000000001110100,00010100000100000110110011111101
c237,19,00000000000000000000000000000100,01000110110001100000001010000100,01000100111001100000101010010101
c237,19,00100000000000000000000000000000,00110001101000000000011000000010,00110101110000010000010100000011
c237,19,00000000000000000000000010000000,01100010010000001001001010100001,01110000011001001001010000110101
c237,19,00000000000000000100000000000000,10100101100000000101000000100000,11100000110000000001111000110000
c237,19,00000010000000000000000000000000,10000110011100010101001000100001,00011110001100001101001010101010
c238,27,00000010000000000000000000000000,01100100000010110000011000000111,00100110010010110010110000011111
c238,27,00000000000000000000000000010000,01001001100000001100000000110000,01001001101001111100100101100100
c238,27,00000000000000000000000000000100,10100010001000000001011000000100,10101011010001110101011000010101
c238,27,00000000000000010000000000000000,00000100000001011100000000010100,10001010011001001101000000010100
c238,27,00000000000100000000000000000000,00000000000101000001110100101100,00110000000101000001111100101100
c238,27,01000000000000000000000000000000,00000100100010000000010010100000,00001100100010011100000011110001
c238,27,00100000000000000000000000000000,00110100011010000000001000001000,01010100111010001000001000011100
c238,27,00000000000000000000001000000000,00000001010101100110110101000000,01000001110100110100111101100101
c238,27,00000010000000000000000000000000,01100100000010110000011000000111,11101100000011110010010000000010
c238,27,00100000000000000000000000000000,00110100011010000000001000001000,00101001010000000000001000010010
c239,38,00001000000000000000000000000000,01000100110010010101011001011001,01000001010000010101111000011001
c239,38,00000001000000000000000000000000,01011000000111000010001011000010,10011100001111010110001100011000
c239,38,00000000000100000000000000000000,00010000010101000100010101010100,01101100010011000110010101011110
c239,38,00000100000000000000000000000000,01000100100010001111101000000000,01000100011010001110101100000000
c239,38,00000000000000000000001000000000,00000010000000011000001000000011,01010011101000011110001011010001
c239,38,00000000000100000000000000000000,00010000010101000100010101010100,00000001010001101100011101010011
c239,38,00000001000000000000000000000000,01011000000111000010001011000010,01011000101111011010001001001001
c239,38,00000000000000100000000000000000,01100000100101100000010010100000,11100011100100011000010010111000
c239,38,00000000000000000000000010000000,10010100000010111000110010000000,10000100000000100000110101000100
c239,38,00000000000000000000100000000000,00000000101010000000100000101010,01000000111010100010010001111000
c240,38,00000000000000000001000000000000,00100100111000000001011001000000,00100101111100000000011000100000
c240,38,00001000000000000000000000000000,00001100000110001001011100001001,00000000000100101001011000101010
c240,38,00000000000000000000100000000000,10000000000010010000100100000011,10010000001110111000110000000010
c240,38,00000000000000000000100000000000,10000000000010010000100100000011,10010000001011000000110101000111
c240,38,00000000000000000000010000000000,10000000000000000001010000110100,11100010111111000000010001110100
c240,38,00000000100000000000000000000000,00010000000000000100011000000100,01010000101100000100111000000101
c240,38,00000001000000000000000000000000,00010111111100000000100000000000,00010100111110001000101100001101
c240,38,10000000000000000000000000000000,10000000000010100000000110001000,10000010000010100000000110001100
c240,38,00000000000000000000100000000000,10000000000010010000100100000011,10001000100010011010100100000111
c240,38,00000000000000000000000000000100,00000000000000000000110000000100,10101100100000000000110000000100
c241,23,00000000000000000000000010000000,01010000011001100000000000000000,01110100110011110000001100000001
c241,23,00000000000000000000000000100000,00000111100001000111010000110000,00011101100001011110100110110110
c241,23,00000000000000000100000000000000,10010011000000010110010000000111,11010011000110010110010000000010
c241,23,00000000000000000000000010000000,01010000011001100000000000000000,01010000111000100011000110000000
c241,23,00000000000000000000000001000000,00100000101000001100001101000011,00111000101001000100111101001011
c241,23,00000000000000000000000001000000,00100000101000001100001101000011,00100000001000001101001101010010
c241,23,00001000000000000000000000000000,00001000100000100101000100000001,00010000101000101101100101110011
c241,23,00000000000000000010000000000000,00000000001010001110001001000110,10101010000010001000111000010110
c241,23,00000000000000000001000000000000,10010011000000001001100000000010,10110110110100110000000100001110
c241,23,00000000000100000000000000000000,00000010110000001000000111001000,00100010011100001100101011101000
c242,53,00100000000000000000000000000000,00110101001011001001000000000000,10111101001011100000000001010001
c242,53,00000000000000000000000000001000,00010100000000001100100110000000,11000110010001010011100010100100
c242,53,00000000000000000100000000000000,00010111100010000101100001011000,00110010100011000110010011001010
c242,53,00000000000001000000000000000000,10011101100011000000000000000010,10110101110011000000011000001111
c242,53,00000000000000000000000000100000,10100001000010100000100000100100,11100000000011110000101111100110
c242,53,01000000000000000000000000000000,00100001110010100000100110101011,10000001110010101000100111100001
c242,53,00000000000000010000000000000000,00110000100000000100001010000010,11110000101000001101101001100000
c242,53,00000100000000000000000000000000,00001110001011111010010011000000,01101110000011011010011011001111
c242,53,00000001000000000000000000000000,00010001100001010100101000000011,00100001110000010000110011000010
c242,53,00000000000000000000001000000000,00100100000000001000001001000000,00110100000000110010110010010000
c243,36,00000000000000001000000000000000,00100100100001001000001000000101,00100101010011101001000000000111
c243,36,00000000000000000000000000000010,00100000010001001010101101000011,00101001000001000110100001000111
c243,36,00000000000000001000000000000000,00100100100001001000001000000101,11101010000001001001000001000101
c243,36,00100000000000000000000000000000,00100000000111001010101110000000,00111010010011011010100110000010
c243,36,00000000000100000000000000000000,00001010001100001100010010011000,00001100000001001111010011011100
c243,36,00000000000000000000000000000001,11010001000011000100000010000011,01010001001010010110000010000011
c243,36,00000000000000000000000001000000,10000000010010000001110010100010,10100000000010100011110000100011
c243,36,00000000000000000000000000000010,00100000010001001010101101000011,10100100010011101010100101010010
c243,36,00100000000000000000000000000000,00100000000111001010101110000000,10110101000101001011100010001010
c243,36,10000000000000000000000000000000,10001000100010100010100011000000,00100000010110000111100011010010
c244,53,00010000000000000000000000000000,10010110101100001000010000100100,10010001101111101000010000001100
c244,53,00100000000000000000000000000000,00100000000000010000001000000100,00100001001010010000001000100100
c244,53,00010000000000000000000000000000,10010110101100001000010000100100,00010100101100010010001110110111
c244,53,00000000000000000000000000001000,00011111110000101110000100000000,00010011110100101110000100111000
c244,53,00100000000000000000000000000000,00100000000000010000001000000100,00100000000010010000001011010000
c244,53,10000000000000000000000000000000,11010000000000010000101000100000,11010000000100010000101010010100
c244,53,00000000000000000000000001000000,00100111000100100000100001000001,01000011000000000000100110001101
c244,53,00000000000000000010000000000000,01110000001001101011010001100010,00000000101001111111011001100000
c244,53,00000000001000000000000000000000,00000000101100000000100000011000,00000001000000100010001000010100
c244,53,00000010000000000000000000000000,01100010000100100000110000000010,01100110000000000101100000000010
c245,54,00010000000000000000000000000000,01110100000001100000000010000001,01100000001000101000100010001001
c245,54,00000001000000000000000000000000,10110101000100000111000000000000,10100101010100001110000001000000
c245,54,00000010000000000000000000000000,00110011010000000000010000001100,00000010011000010001010000000101
c245,54,00000000000000000000000000000010,00000001101010001001001101001000,01100001101010010100100011101111
c245,54,10000000000000000000000000000000,10011010001000000010000000011000,10010011001000010011000000011100
c245,54,00000000000000000000100000000000,00001000001001110100000000000000,10001000010100111011000000001010
c245,54,10000000000000000000000000000000,10011010001000000010000000011000,11111010001000010000000000010001
c245,54,00010000000000000000000000000000,01110100000001100000000010000001,01110111100000101100100110000001
c245,54,00000010000000000000000000000000,00110011010000000000010000001100,01110010101010000000000000001100
c245,54,00000000000000000000010000000000,00010000001100011010011001010001,00010000001110011011011001110101
c246,24,00000000000010000000000000000000,00000100000011000111001000011010,00000100011001010111101010011010
c246,24,00000000010000000000000000000000,11011100011000000011110001000000,00011101000001001001010101100000
c246,24,00000000010000000000000000000000,11011100011000000011110001000000,11011110010001001010110000000001
c246,24,00000000000000000000000000000001,10101100000010000000100100100011,10111000000010011001110100010011
c246,24,00000000000000000000000000000010,00000001000000010000101010000011,10000001010000001010101000001001
c246,24,00000000000000000000000000000001,10101100000010000000100100100011,11101000100010010101101100001001
c246,24,00000000000000000000000001000000,10000010001000010000100011010010,11000110001000010010100011000010
c246,24,00000000000100000000000000000000,00000000000100000010010100011011,00010001000100101011110101111011
c246,24,00000000010000000000000000000000,11011100011000000011110001000000,11011110001110100110110100100010
c246,24,00000000000000001000000000000000,00101100001000001010010000000000,10111011000000001100010000001000
c247,63,00010000000000000000000000000000,00010010100000000000010111100100,00100011100000000000000111001111
c247,63,00000000000000000000000000000100,01000000010111100010000111000111,01000000010111101001000011000111
c247,63,00000000000000000000001000000000,01110010110000010010100100010100,01110110110110010110100110011010
c247,63,00000000000000000000000000100000,01000010010100001000010010000010,10001100010100011000001010000000
c247,63,00000000000000010000000000000000,01000000010010010010110011000100,01010000011010000010110010100100
c247,63,00010000000000000000000000000000,00010010100000000000010111100100,00011001100000000000110011100101
c247,63,00000000001000000000000000000000,10010001110000000000100000001001,10010001110000000000100000001011
c247,63,00000000000000000010000000000000,00010001000000000110000110000100,00110001011100110110101101000100
c247,63,00000000000000000100000000000000,00000000001000001110010001000001,00000000001000101101110100011011
c247,63,00000000000000001000000000000000,00001000000111111100001011001000,10101101010111010000001111011000
c248,19,00000000000001000000000000000000,00000001000011000001000111101010,00100010001101010010001101001011
c248,19,00000000000000000000000001000000,00000010000000000000101001000000,00100111000101011000111001000000
c248,19,00000000000001000000000000000000,00000001000011000001000111101010,00000011100110000001010011100110
c248,19,00000000000000001000000000000000,00000010000011001000000101000000,00000010000010101001010110110000
c248,19,00000000001000000000000000000000,00110000010000000010011000000010,10100010110001000000111101100100
c248,19,00000000000000000000000000000010,00010000010000011000100100110000,00010001010000011010101110110010
c248,19,00000000000000000000000000000010,00010000010000011000100100110000,10011001000100010010000101110011
c248,19,00000000000000000000000000000001,10000110001101010000010101001001,10000110100101000010011101000101
c248,19,00000000000000000000001000000000,00000101000001010100000101000000,00000001000001010110001000010000
c248,19,00000000000000000001000000000000,01001000000000000001000100001010,00001000000000000101010000101111
c249,54,00000000001000000000000000000000,11000000001010010000100001100000,10001000100010110000100001100000
c249,54,00000001000000000000000000000000,00100010000100000001000001000000,00101010000100110001010001101000
c249,54,00000000100000000000000000000000,00001000101001001000101010101100,00100010101000101110001110011110
c249,54,00000001000000000000000000000000,00100010000100000001000001000000,00001110000100000001001101000001
c249,54,00000000000000000000000001000000,10100100010110000001000000000000,11100100101010000011000001100000
c249,54,00010000000000000000000000000000,00010010000000001100011100000000,10011010000010100001010101001000
c249,54,00000000000000000001000000000000,00100110000000000001100000100010,00100110100010000110000000100000
c249,54,00000000000000000000100000000000,00000010000100000110101110010110,00000110100100100110100100110100
c249,54,00000010000000000000000000000000,00100011111100000000110110000011,10001011001111001110010110000001
c249,54,00000000000000000000000000100000,10010100011110000001010001101000,10010100001110000000100001100000
c250,61,00000000000010000000000000000000,01000101100010001000011001000100,00000100100010001000110100010101
c250,61,00000000000000001000000000000000,10101110010010011100000000100010,10011111110010010000000000110011
c250,61,01000000000000000000000000000000,01111010111001000010100000010100,00101010110001100000111100010100
c250,61,10000000000000000000000000000000,10000000100000001000000000010000,10110110100101001000010010010000
c250,61,00000000100000000000000000000000,00010000111000010101010000000001,01110000101010011111010001011011
c250,61,00000000000000000000000010000000,10000101000010000000000000010000,10010101001010000011000100010001
c250,61,00000000000000000000000000010000,00001000010000001110100010111011,01001000010000001110100010001011
c250,61,00000000000010000000000000000000,01000101100010001000011001000100,11001101110010001111001101100110
c250,61,00000010000000000000000000000000,10010110000011001010010000000010,10010100000111001010100000000010
c250,61,00010000000000000000000000000000,01100000000000000001000100101000,11100000100000000001110110111100
c251,29,00000000100000000000000000000000,00100110000000000000000000001010,00000110101100000010000100011010
c251,29,00000000000000000000010000000000,11000010001000000000000010100000,00000010011000000000000001101000
c251,29,00000000000000000000000010000000,11000011111110001000000000000111,11010011101110000101000100001111
c251,29,00000000000000000000010000000000,11000010001000000000000010100000,11000010001000101001010011000000
c251,29,00000000000000000000000000001000,00100000000010010010100000111000,00100100100010000010100110111100
c251,29,00000000000010000000000000000000,00010011000110000001001110110101,00010001100110000001000111110101
c251,29,00000000000000000000000000000001,01000000101000011000100000101010,01000000101000111000100001111011
c251,29,00010000000000000000000000000000,00110000000000000001010000010000,01111010101001100000010110101010
c251,29,01000000000000000000000000000000,11100010000100100101001000100110,10000111110100100101111100100100
c251,29,00000000000000000000000000000001,01000000101000011000100000101010,11111110100100011000110001001110
c252,0,00000000000000000000000001000000,11000011100100010000010001100001,10010011001110010000001101100010
c252,0,00000001000000000000000000000000,10100001011000000010010100000100,11100101001010000010100100001100
c252,0,00000000000000001000000000000000,00000001100010001001100010100000,00000001101011111001110100101010
c252,0,00000000000000000000100000000000,10000001001000010000100000010000,00100001000011110000101000010000
c252,0,00000001000000000000000000000000,10100001011000000010010100000100,10010001001001010001000010100100
c252,0,00000100000000000000000000000000,01000100001000010110000101000010,01000000001001010101001101000010
c252,0,00000000010000000000000000000000,00101000011100110101000101100000,00000000010100110110000011101100
c252,0,00000000000000000000100000000000,10000001001000010000100000010000,01000001111000010010100000010000
c252,0,00000001000000000000000000000000,10100001011000000010010100000100,10110101111000000011010100110001
c252,0,00000100000000000000000000000000,01000100001000010110000101000010,01000100000001010110000100000110
c253,2,00000000000000000000100000000000,01000001000010001011111010100000,11000001000010001110111110100000
c253,2,00000000000000000000000000000001,00000010001110000100001001000001,00100000001111001000001001010001
c253,2,00000000000000000000000000001000,01000000000000001010011000001101,01110110000000101000011010011111
c253,2,00001000000000000000000000000000,00100100110001111001000000100000,10000101010101111011110000010010
c253,2,10000000000000000000000000000000,00000101011101010010001000000100,00100000011000110011100001000101
c253,2,00000000010000000000000000000000,10000001011000010010000010000000,10000001101001111110000001010001
c253,2,01000000000000000000000000000000,00000000101110101100001000100011,00101100101110101110001011100011
c253,2,00000000000000000000000000010000,01110000000000001110100100111001,01110000000010001110100001110001
c253,2,01000000000000000000000000000000,00000000101110101100001000100011,00001000110100100100001000010011
c253,2,00000000000000000000000001000000,10001000000001001000000011011000,11001011100011001000000010011000
c254,31,00000000000000000100000000000000,00000000010000010000001000000001,10100010110000010000101000100011
c254,31,00000000000000000000010000000000,00001001000111100000101000000000,01001110000110101000001100000010
c254,31,00000000000000000100000000000000,00000000010000010000001000000001,10100000010010110011101000001000
c254,31,00000000000010000000000000000000,01000011100010001000000000000000,00010011101001010010000010001000
c254,31,00000000010000000000000000000000,01001010010100001000100011000000,01011010011100110001111011000000
c254,31,00000000000000000100000000000000,00000000010000010000001000000001,00000000010000010000001001000001
c254,31,00000000010000000000000000000000,01001010010100001000100011000000,01100010000101000000001001010000
c254,31,00000000000000000000000000000100,00000010010000011010010000010110,01001100010000010010110001110011
c254,31,00000000000000000000000000000001,10101110110000000100100100000011,00101101110100001100000100000011
c254,31,00000000000000000000001000000000,10000000100000100000000000000100,10010010111100100000000000000100
c255,31,00000000000000000100000000000000,00000000000000010101010100100101,00000000000010010111010110000001
c255,31,00000000000000000000000000010000,00010100000110100001000100010000,00010100110010100111000101011000
c255,31,00000010000000000000000000000000,00000010000010000001100000010000,01100010000010010001100110010000
c255,31,00000001000000000000000000000000,00000010100101110100001010011000,00000011100101100110000010111000
c255,31,01000000000000000000000000000000,01000010000101010110010000010000,00000011000100001011010001000000
c255,31,00000000000000000010000000000000,00000010010000000000010000000000,00100010010000110111010000000000
c255,31,00010000000000000000000000000000,10100101000010010000100110010010,10100011000010011101000000000010
c255,31,00000000001000000000000000000000,11000010101000010010000000101100,01010010101100010000011000101110
c255,31,00000000000000000000001000000000,00010100100000101000111010001000,11010100100000001000000011101000
c255,31,00000000000000000100000000000000,00000000000000010101010100100101,00000001100010000101011000110110
c256,18,00000000000000000010000000000000,00001101010001000011000100001010,00011101010101100111100100101010
c256,18,00000000000000000000000010000000,01011000101000000000100100110000,01111000010010011000111100100000
c256,18,00000000000000010000000000000000,01010000000010010011000000000001,11001010000010011101001000010001
c256,18,00000010000000000000000000000000,00010000001010000001010110000000,01010110001110000001111010000001
c256,18,00000000000100000000000000000000,01100000111011000000100000001010,10101000111011000000000000101000
c256,18,00000000000000000000000100000000,01010000000001101000000100100000,00110100001101101110000100000100
c256,18,00000000000000000010000000000000,00001101010001000011000100001010,00111101111101010001000110101010
c256,18,00000010000000000000000000000000,00010000001010000001010110000000,01000100011010000000011110000001
c256,18,00000000000000000100000000000000,10001000000000010100000010001000,11111000000000010101000010001000
c256,18,00000000000000000000000000001000,00010111000001100100000100001000,01010001000001100100100100000010
c257,50,00000000000000000000001000000000,01000000000100100011001100100000,11000101101111100001001010100000
c257,50,00000000000000001000000000000000,00100010000010001010001000001000,00010010100010111110101000001110
c257,50,01000000000000000000000000000000,01000101010100000000000000110000,11010100110100000001000001010000
c257,50,00000000010000000000000000000000,00000000010010001010101100000001,10000010111010011000001100000001
c257,50,00000000000001000000000000000000,00000100101001000101100000100010,00100100101010000111101000011111
c257,50,00000000000000000010000000000000,00000000000100000111000001010101,00000000000000110110000101111011
c257,50,01000000000000000000000000000000,01000101010100000000000000110000,00001101010110000000000000001100
c257,50,00000000000000100000000000000000,00000100001000100000010001000001,11010101110000000010101101100001
c257,50,00000000000000000000000000001000,00110101000000000001000110000000,00110101000000000101011100000100
c257,50,00000000000001000000000000000000,00000100101001000101100000100010,01010101101001000001110000000010
c258,43,00000000000000000000000001000000,10100101100100000000100001100000,10100111100001000010100011000001
c258,43,00000000000000010000000000000000,00000010100000011000000001000010,01100010000000110001000001100000
c258,43,00000000010000000000000000000000,00000001010000001010001010001001,00000000111000000110101110001101
c258,43,00000000100000000000000000000000,01000101101000000000000000100001,01010101101000000100001000100110
c258,43,00000000000000000000000000001000,01100001000000000000000001000101,01110001000001100000100011000111
c258,43,00000000000000000000000000000001,00111110100100000000111010100101,10101111001001001111111010110000
c258,43,00000000001000000000000000000000,10000010001000010000000010101000,10000010101001010000101010100000
c258,43,00000000000000000000000000000010,00001000001000000000000000000010,00001010001100001100000000000000
c258,43,00000000000000000000000000010000,00000100001000000001110111000000,00000010001011000111100111000100
c258,43,00000000000000010000000000000000,00000010100000011000000001000010,00100000101010010010100001000010
c259,34,00010000000000000000000000000000,00110001010000001010000100000111,00111101111000000100001111000111
c259,34,00000000000000000000000000100000,00000011111000001010100000110101,00000111111100100011100100010101
c259,34,00000000000000100000000000000000,00011001001010000001100000001100,01011101001111101011101000001100
c259,34,10000000000000000000000000000000,10000101011011110000110001000000,11000101010111000000100111100111
c259,34,00000000001000000000000000000000,11101001000000011100010010110000,11111001010100011110010000110000
c259,34,00000000000001000000000000000000,01100011000000110100100010100110,11010001110010110000100000010110
c259,34,00000000000000000000000001000000,10100100000101001010000011011101,10100000000101100000000001011101
c259,34,00000000000000000000000100000000,11000000100000010101010000000100,11000000100101011101010000010100
c259,34,00000000001000000000000000000000,11101001000000011100010010110000,11101001010000011100100011110000
c259,34,00000000010000000000000000000000,01000000000000000010000110110000,01010000100000010111000110011000
c260,39,00000000000000000000000000000010,10000010000000100000000000010000,10000011000110110110101001010110
c260,39,10000000000000000000000000000000,00000011001000001001010000101100,10001111101000101111000000001100
c260,39,00000000000000000000010000000000,00100000000010010001010101010000,10100010110100000000001101010110
c260,39,00000000000000000000000000010000,00011000000010001100001000110001,01011100000010101000001011010000
c260,39,00000000000000000000000000000010,10000010000000100000000000010000,10100010001000100110001000010011
c260,39,00000000000010000000000000000000,00010000010000100100101000101101,11010100110100100011011001001001
c260,39,00000000000000100000000000000000,10000001000000001000000100111000,10000001000010000001100101111010
c260,39,00000000000000100000000000000000,10000001000000001000000100111000,01100101000000101000000000011000
c260,39,00000000000010000000000000000000,00010000010000100100101000101101,00110010010101001100101100101111
c260,39,00000000000010000000000000000000,00010000010000100100101000101101,10000100010000100110101100101101
c261,49,00001000000000000000000000000000,00011000000000110100000000110000,00011000100000100000010011011011
c261,49,00000000100000000000000000000000,00000000101000000010001000011000,00100100101100000100011101000001
c261,49,00000000000000000010000000000000,01000011000001000010110100000101,11100011000001000010110101101101
c261,49,00000000000000001000000000000000,00101100000000011000100100000000,00001101010010011110100101000100
c261,49,00000000000000000000000000100000,00010010100000100000000100000100,00000010101001000001111000000100
c261,49,00000000000000001000000000000000,00101100000000011000100100000000,01000100000000110001111101001000
c261,49,00000000000000000010000000000000,01000011000001000010110100000101,11000001110001100010110001000101
c261,49,00000000000000000000000000000010,10000000000000000000101001110010,10100001011111000100100001010010
c261,49,00000000000000000000000000100000,00010010100000100000000100000100,00111010101000100110100100010100
c261,49,00000000000000010000000000000000,01000100000000010100000000011000,10101100010100000100000001010001
c262,61,00010000000000000000000000000000,00010000010010110000100000000001,01011001010001111001101000000001
c262,61,00000000000000000000000000010000,00000000000000100000000010000100,00010000100000100010000010000100
c262,61,00000000000000000000000000010000,00000000000000100000000010000100,00010101100100100010000010011000
c262,61,00000000000000000010000000000000,00000010000000001011011001000000,01011010001000101011001101000101
c262,61,00000000000000000000000000001000,00000000111000000000100010011000,00101001111001100100100010110000
c262,61,00000100000000000000000000000000,01010101000001001010000010001000,01001101000101001110100000001000
c262,61,00000000000000001000000000000000,01100000100001111000010001000000,01110000111001001010010101000000
c262,61,00000000000000000100000000000000,10100001110010000110000001100001,10000101110010000110000001110111
c262,61,00000000000000000000000000010000,00000000000000100000000010000100,00000100111000101111000001000010
c262,61,10000000000000000000000000000000,11100000101100000011000010000011,11111000101100100011111110100011
c263,9,01000000000000000000000000000000,00010001111011010111000000001000,00010111111011101010010000101000
c263,9,10000000000000000000000000000000,10001100100000100010010010010011,00000100100001110010011001110011
c263,9,10000000000000000000000000000000,10001100100000100010010010010011,10001100100100101010010110111010
c263,9,00000000000010000000000000000000,00000001000011000000110000011000,01010111001011100010010000011000
c263,9,00000000000000000000000100000000,00000000010011000011000110101000,00100100001011110001000110101000
c263,9,00000001000000000000000000000000,10100101010000100100000000000100,00100111010100101011000000000010
c263,9,00000000000000000000000000010000,00100001000000100000000000010000,10110001100010110100001010010101
c263,9,00000000000000000000000000000010,00010011001010000001000010001010,00010011111010011001000010101010
c263,9,00000000000000000100000000000000,01000001000000000100010010000010,01000110000100001000101000100010
c263,9,00000000000000010000000000000000,00010000000000010000000010110100,00010100000000010100001011110101
c264,53,00000000000000000100000000000000,00000100000000000000001000000001,00010101001001011000001000110001
c264,53,00000000000000000000000100000000,00000001101001100100001100110001,00000000001011111010001110110010
c264,53,00000000000000000100000000000000,00000100000000000000001000000001,00001100100000100001000000000011
c264,53,00010000000000000000000000000000,01110010110000000100000001000010,01110010010000011100000101101010
c264,53,00000000000000000000000000000001,00000110011000000100000001001001,01000111010010010111101001001111
c264,53,00000000000000000000000000000001,00000110011000000100000001001001,00001110011110100100110110001001
c264,53,00000000000000000000000000000010,00000000001101000100001110110011,00010000001111100001001011110111
c264,53,00000000000000000000000000000010,00000000001101000100001110110011,01000000100111000100111100011011
c264,53,01000000000000000000000000000000,01101001000001010011000000000101,01001001000001010010011001111111
c264,53,00000000000010000000000000000000,01100000000111000000110000100000,11101000110110000100010001100010
c265,40,00100000000000000000000000000000,10110000000000000100011110001000,00111000110000001101001110001000
c265,40,00000100000000000000000000000000,00100101100000000000100000101100,11111000000010010000101001001110
c265,40,00000000000001000000000000000000,00001010000101000100010011010100,00011010010101100101110011010000
c265,40,01000000000000000000000000000000,01010000010110101101000100000000,11100100110110001101000100010001
c265,40,00000000000000100000000000000000,00101001000001100101100000010001,00001001000000111010100000010110
c265,40,00000001000000000000000000000000,00000011000001001000010000010000,00010011100001001000000000010110
c265,40,00000000000000000000000100000000,01011011000000100100110110001010,00011010100010100100010110101010
c265,40,00010000000000000000000000000000,00010010110100010000000010100000,00010010010100010000001010110010
c265,40,00000000000000001000000000000000,10011000001001101100110001000000,10000100000101101101110101001000
c265,40,00000000000000000000000100000000,01011011000000100100110110001010,10111011000000001101110010000010
c266,24,00000000000000000100000000000000,00101011000000000110001000000100,00101011000100100110101000000000
c266,24,00000000010000000000000000000000,00010000000001000000001001100000,00110100001000001100011001001000
c266,24,00000000000000000000000000000010,00100000100110001000010010000010,00000010100110001000011110001010
c266,24,00000000000000000100000000000000,00101011000000000110001000000100,10101010000001000110011100001110
c266,24,00000000000000000000000000010000,10001000000001110000000000010001,00001000000011111000001010010011
c266,24,00000000000000000000000000100000,00010101100000000111000000000000,00110101001000001010000100010000
c266,24,00000000000000000000000000010000,10001000000001110000000000010001,10101000111001110000000000010101
c266,24,00000000000001000000000000000000,00100000000001110001000101101100,00001010001001101101000111011000
c266,24,00000000000000000000000000100000,00010101100000000111000000000000,00010110100001000111000000010000
c266,24,00000000000000000000000000010000,10001000000001110000000000010001,10011011010000110001000000011011
c267,1,00000000010000000000000000000000,01000000000011011000010001000001,01111000010110011000011000001101
c267,1,10000000000000000000000000000000,10001000100000000100101000100100,00100000010000000100101100000110
c267,1,00000000010000000000000000000000,01000000000011011000010001000001,01000000110011011000010001100001
c267,1,00000000000001000000000000000000,00100100001110100000000000000100,00100100010100000001000010001100
c267,1,00000000000000000000000000001000,00000010000100000001101101001001,11100000000001001001011011111000
c267,1,00000000000000000010000000000000,10010100000010000010000000000001,00010000000010011110001010010001
c267,1,10000000000000000000000000000000,10001000100000000100101000100100,00001100101001010111100011100000
c267,1,00000000000001000000000000000000,00100100001110100000000000000100,10100100001010100000000000000001
c267,1,00000000000000001000000000000000,00010000000001011010101000001010,10010110000101001110100000111010
c267,1,00000000000000000001000000000000,00000000010000000101001010000100,00100010000100100101000111000000
c268,45,00000000000000000000000000000100,00001101010110000000000000010111,00011101010010101000110010010111
c268,45,00000000000000000000000000010000,00100000001001010000111000011000,11110100100101000101101000011010
c268,45,00000000000000000000010000000000,00000010000000000011110000000000,10001010000100010011110001000010
c268,45,00000000000000000010000000000000,00000001101100100110100100110000,00110011101000010110101100110000
c268,45,00000000000000000000000010000000,00000000101100001011100110100000,11010000011100011011100110000011
c268,45,00000000000000010000000000000000,00000010011100010101000000000010,01000110011101010100110000101010
c268,45,00000000000000000000000000100000,01000010000000010000001000101100,01100100000100010000001000101100
c268,45,00001000000000000000000000000000,11101001110001001000111000100001,10101011010110001000100100001001
c268,45,00000000000000000000000000100000,01000010000000010000001000101100,11000110000100010010101000001100
c268,45,00000000000000000001000000000000,00111110000000100001100000000000,00111110000000100011100000000010
c269,42,00000000000000000000000010000000,10000000010010000101000000000010,10100000010000110111001000100010
c269,42,00000000100000000000000000000000,00000011101000110101001101010000,10000111101000110101010111010000
c269,42,00000000010000000000000000000000,00000001010100000000001000010000,00100101010100000100101001000110
c269,42,10000000000000000000000000000000,10010111010011000000000000000000,11000001110011101010001000111101
c269,42,00010000000000000000000000000000,00011000000010000000000010010000,01011101000110000101010010000001
c269,42,00000000000000100000000000000000,00001000010110100010011000001000,11011000000010100001011000001001
c269,42,00000000010000000000000000000000,00000001010100000000001000010000,10000011110101000000001000011000
c269,42,10000000000000000000000000000000,10010111010011000000000000000000,00011111000111000000010000001110
c269,42,00010000000000000000000000000000,00011000000010000000000010010000,00001000000011010010011111010010
c269,42,00000000000000100000000000000000,00001000010110100010011000001000,01000110010000110010111000000010
c270,6,00000000000000000000001000000000,00000001001010001000001101100000,00000000011010001000011101110000
c270,6,00000000001000000000000000000000,00010010111110000110000000000000,10000001111100000010000000000110
