v86,19,48,76,119,147,167,199,226,261,291,321,360,388,425,462,485,524,576,578,614,642,682,716,753,781,806,849,890,901,944,961,998,1049,1059,1114,1148,1160,1216,1222,1265,1307,1333,1355,1390,1420,1465,1497,1511,1539,1590,1607,1638,1676,1722,1759,1785,1823,1831,1877,1913,1947,1966,2009,2023
v87,3,57,78,128,147,186,200,240,278,295,342,361,386,433,475,495,523,554,600,630,672,694,727,737,799,831,842,879,904,929,978,1017,1027,1073,1095,1151,1165,1198,1228,1278,1288,1325,1366,1406,1440,1454,1503,1518,1563,1580,1607,1662,1687,1700,1756,1768,1813,1838,1882,1904,1924,1957,1999,2019
v88,16,52,80,116,132,192,214,236,260,306,342,373,413,436,463,483,528,567,587,620,651,703,721,741,785,806,835,889,898,950,980,997,1045,1079,1101,1130,1158,1216,1224,1264,1304,1343,1368,1377,1434,1457,1498,1520,1561,1595,1628,1633,1665,1703,1747,1791,1813,1834,1884,1895,1931,1961,1988,2034
v89,10,36,94,121,147,167,218,225,280,310,329,356,407,431,458,497,537,546,592,614,643,685,733,755,773,826,856,871,906,949,969,1021,1043,1067,1095,1143,1167,1185,1248,1266,1288,1344,1367,1381,1438,1457,1487,1514,1541,1573,1626,1657,1665,1722,1741,1768,1820,1846,1863,1918,1925,1959,2013,2033
v90,4,40,65,110,152,176,218,229,275,315,340,355,390,433,450,487,524,560,598,640,648,693,720,757,799,806,842,895,920,943,971,1014,1039,1065,1110,1121,1181,1187,1236,1268,1305,1334,1356,1379,1439,1469,1498,1505,1541,1578,1606,1662,1676,1723,1756,1772,1817,1833,1880,1907,1941,1953,2014,2018
v91,7,40,94,116,160,165,219,246,272,292,351,364,414,431,452,493,529,549,599,625,655,704,721,768,786,831,860,869,910,931,982,1018,1028,1088,1095,1135,1179,1201,1220,1270,1287,1319,1374,1380,1426,1443,1502,1509,1539,1580,1620,1650,1669,1725,1755,1761,1807,1855,1865,1913,1947,1972,2008,2040
v92,23,38,75,128,134,173,197,241,265,289,337,382,389,436,460,483,526,564,577,630,669,674,717,758,795,810,848,893,914,942,992,1019,1053,1076,1100,1139,1160,1195,1232,1262,1310,1314,1352,1386,1419,1444,1496,1507,1566,1583,1625,1651,1675,1719,1734,1783,1810,1839,1880,1913,1922,1983,2012,2034
v93,17,41,82,102,151,178,204,248,269,290,326,369,416,433,464,491,533,568,595,614,644,674,720,743,771,826,848,893,920,929,970,1021,1045,1063,1092,1152,1156,1202,1222,1279,1291,1336,1374,1399,1417,1468,1492,1534,1565,1581,1628,1656,1691,1703,1752,1769,1795,1839,1884,1902,1934,1972,1996,2047
v94,12,37,69,123,149,181,222,253,263,311,330,380,401,447,464,481,537,553,606,623,646,682,726,757,784,816,843,883,911,934,989,996,1050,1059,1106,1134,1175,1211,1217,1253,1312,1324,1351,1388,1427,1441,1494,1506,1541,1595,1609,1638,1680,1701,1742,1765,1799,1835,1874,1895,1935,1971,2013,2024
v95,5,61,78,109,144,188,202,250,287,318,351,380,391,435,451,483,518,556,580,616,656,679,730,764,779,826,863,871,899,939,983,1019,1041,1072,1098,1141,1180,1186,1228,1259,1288,1328,1357,1403,1417,1456,1481,1534,1565,1576,1628,1637,1680,1718,1731,1777,1800,1840,1887,1896,1930,1968,1991,2039
v96,24,46,77,100,160,186,212,241,287,305,338,363,390,444,468,481,521,558,593,623,671,689,725,767,790,808,846,882,899,950,986,1022,1028,1088,1118,1148,1180,1207,1244,1274,1306,1322,1373,1403,1412,1472,1485,1530,1551,1581,1631,1654,1689,1716,1733,1770,1801,1834,1868,1901,1938,1959,2000,2045
v97,16,42,79,118,159,189,219,234,279,312,336,371,398,439,473,503,532,574,588,632,656,687,706,747,784,819,851,889,910,949,974,995,1030,1063,1110,1124,1167,1194,1231,1266,1298,1335,1372,1384,1424,1451,1493,1532,1561,1586,1608,1637,1691,1728,1732,1780,1811,1853,1864,1898,1925,1979,1994,2032
v98,1,38,95,122,154,175,208,241,261,319,339,377,395,444,468,511,521,560,600,609,641,696,732,748,777,801,860,896,900,940,976,1001,1034,1063,1089,1122,1154,1207,1237,1278,1288,1325,1376,1396,1423,1454,1491,1536,1541,1598,1613,1661,1673,1716,1734,1778,1820,1844,1858,1904,1943,1962,1993,2028
v99,2,54,84,117,139,185,211,242,280,318,352,376,394,424,480,507,527,558,588,612,649,702,716,754,769,821,844,878,916,949,972,1019,1035,1087,1102,1134,1162,1185,1230,1272,1299,1326,1361,1398,1415,1442,1475,1529,1544,1599,1621,1648,1693,1725,1758,1769,1819,1845,1870,1897,1950,1979,2011,2017
v100,15,47,69,118,137,184,224,228,288,294,340,365,388,421,474,499,527,560,602,632,671,682,726,760,783,821,853,895,915,958,991,1024,1053,1074,1097,1125,1179,1209,1246,1277,1291,1325,1365,1400,1439,1444,1489,1520,1568,1595,1604,1645,1666,1727,1756,1765,1824,1850,1870,1918,1939,1978,2008,2038
